,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
812,20,C (all),66.0,8712,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,540,GasA,TA,N,FuseA,0,0,0,1,0,2,1,Fa,4,Typ,0,NA,Basment,Unf,2,504,TA,TA,N,0,NA,Shed,WD,Alloca,72.0,14,72,2628,0
1324,20,RL,75.0,9986,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1795,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,895,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,18,5385,49
1145,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1042,GasA,Ex,Y,SBrkr,534,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,0,NA,NA,WD,Family,96.0,18,96,3660,0
1165,20,RL,79.0,9541,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1502,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,644,TA,TA,Y,0,NA,NA,New,Partial,15.0,15,15,4506,114
348,160,RL,36.0,2448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,191,GasA,Ex,Y,SBrkr,862,1,0,2,1,2,1,Gd,6,Typ,0,NA,BuiltIn,RFn,2,474,TA,TA,Y,0,NA,NA,WD,Normal,21.0,16,21,3154,27
1047,20,RL,57.0,9245,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,304,GasA,Ex,Y,SBrkr,0,0,1,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,2,672,TA,TA,Y,0,NA,NA,WD,Normal,28.0,16,30,2970,0
1133,60,RL,80.0,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,544,GasA,Ex,Y,SBrkr,878,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,466,TA,TA,Y,0,NA,NA,WD,Normal,29.0,15,29,4290,155
1074,20,RL,74.0,8556,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1240,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,3,826,TA,TA,Y,0,NA,NA,WD,Normal,18.0,17,18,3720,233
1312,60,RL,70.01929530201342,9572,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,971,GasA,Ex,Y,SBrkr,1357,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,RFn,2,750,Gd,Gd,Y,0,NA,NA,WD,Normal,34.0,17,34,5716,500
601,50,RM,50.0,9000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,780,GasA,TA,Y,SBrkr,595,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,1,544,TA,TA,P,0,NA,NA,WD,Normal,45.0,17,87,2935,288
244,60,RL,70.01929530201342,8880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,253,GasA,Ex,Y,SBrkr,888,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,RFn,2,463,TA,TA,Y,0,NA,NA,WD,Normal,30.0,14,30,4280,130
1239,20,RL,64.0,9037,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,1048,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,472,TA,TA,Y,0,NA,NA,WD,Normal,18.0,17,18,4444,153
515,20,RL,94.0,12220,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,570,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,Fin,3,900,TA,TA,Y,0,NA,NA,New,Partial,15.0,15,15,6046,210
725,20,RL,60.0,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,Gable,CompShg,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,250,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2,660,TA,TA,Y,0,NA,Shed,WD,Normal,35.0,15,54,2592,96
1414,50,RL,64.0,13053,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,833,GasA,Gd,Y,SBrkr,795,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,2,370,TA,TA,N,0,NA,NA,WD,Normal,102.0,16,101,3734,220
1208,20,RL,70.0,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1980,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,319,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,506,TA,TA,Y,0,NA,NA,WD,Normal,44.0,16,62,3497,0
1386,60,RL,80.0,16692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790,LwQ,133,GasA,TA,Y,SBrkr,1392,1,0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,RFn,2,564,TA,TA,Y,519,MnPrv,TenC,WD,Normal,46.0,18,46,5568,552
1362,50,RL,70.01929530201342,12513,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0,Unf,715,GasA,Gd,Y,SBrkr,457,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,Unf,1,368,TA,TA,Y,0,NA,NA,WD,Normal,104.0,15,104,3734,55
488,190,RL,60.0,10800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1970,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,290,GasA,TA,N,FuseA,648,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,Unf,2,520,TA,Fa,N,0,NA,NA,ConLD,Normal,54.0,18,124,5134,142
1418,20,RL,71.0,9204,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,25,Rec,247,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,1,336,TA,TA,Y,0,NA,NA,COD,Normal,62.0,16,61,3432,88
54,80,RL,60.0,7134,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,572,TA,TA,Y,0,MnPrv,NA,WD,Normal,62.0,17,69,3104,50
532,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,Unf,1,392,TA,TA,Y,0,NA,NA,WD,Normal,57.0,14,69,1654,0
695,20,RL,54.0,13811,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,92,GasA,Gd,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,551,TA,TA,Y,0,NA,NA,WD,Normal,37.0,18,37,3386,125
313,20,RL,150.0,215245,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,Hip,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,80,GasW,TA,Y,SBrkr,0,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,RFn,2,513,TA,TA,Y,0,NA,NA,WD,Normal,59.0,15,59,6208,0
1328,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,BrkFace,Wd Sdng,NA,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,1017,GasW,Ex,Y,SBrkr,1208,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,Unf,2,520,Fa,TA,Y,0,MnPrv,Shed,WD,Normal,104.0,16,104,5886,1027
109,20,RL,105.0,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,1139,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,546,TA,TA,Y,0,MnPrv,NA,COD,Normal,47.0,14,47,5532,122
1213,80,RL,70.01929530201342,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,2001,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,Unf,1,364,TA,TA,Y,0,NA,NA,WD,Normal,59.0,18,59,2568,88
100,20,RL,70.01929530201342,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,410,GasA,Gd,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,480,TA,TA,Y,0,NA,NA,WD,Normal,47.0,14,47,4830,236
664,20,RL,49.0,20896,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,356,GasA,Ex,Y,SBrkr,0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,1134,TA,TA,Y,0,NA,NA,New,Partial,19.0,18,19,6271,459
1376,30,RL,52.0,6292,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384,Unf,384,GasA,TA,N,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,160,Fa,TA,Y,0,NA,NA,WD,Normal,99.0,16,94,2348,141
267,75,RL,60.0,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,342,GasA,Ex,Y,SBrkr,720,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,0,NA,NA,WD,Normal,85.0,16,85,3964,286
1334,160,RM,24.0,2368,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,Gable,CompShg,HdBoard,HdBoard,NA,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,GasA,TA,Y,SBrkr,600,0,0,1,1,3,1,TA,7,Min1,0,NA,Attchd,Unf,2,440,TA,TA,Y,0,NA,NA,WD,Normal,54.0,15,54,2895,36
297,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,326,GasA,Ex,Y,SBrkr,975,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,RFn,2,576,TA,TA,Y,0,NA,NA,WD,Normal,27.0,17,27,3900,208
1093,20,RL,71.0,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,203,GasA,Gd,Y,SBrkr,0,1,0,1,1,1,1,Gd,6,Typ,0,NA,Detchd,Unf,2,884,TA,TA,Y,0,MnPrv,NA,WD,Normal,47.0,18,59,3264,64
896,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,666,GasA,Ex,N,SBrkr,0,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,1,327,TA,TA,Y,0,NA,NA,WD,Abnorml,88.0,18,88,2853,28
665,60,RL,106.0,11194,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1406,GasA,Ex,Y,SBrkr,482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,504,TA,TA,Y,0,NA,NA,WD,Normal,24.0,18,24,4796,312
379,60,RL,60.0,8123,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,982,GasA,Ex,Y,SBrkr,793,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,463,TA,TA,Y,0,NA,NA,WD,Normal,24.0,15,24,3789,163
287,20,RL,70.01929530201342,8125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,244,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,18,53,2574,0
1401,60,RL,62.0,7415,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,TA,TA,No,GLQ,759,Unf,80,GasA,Ex,Y,SBrkr,729,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Fin,2,398,TA,TA,Y,0,NA,NA,WD,Normal,20.0,16,20,3296,175
1394,120,RL,53.0,4045,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,45.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1070,Unf,286,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,4356,181
126,120,RL,70.01929530201342,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,958,GasA,TA,Y,SBrkr,0,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,440,TA,TA,Y,0,NA,NA,WD,Normal,47.0,17,48,2994,205
1351,60,RL,70.0,9247,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,539,GasA,Ex,Y,SBrkr,858,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,Fin,2,490,TA,TA,Y,0,NA,NA,WD,Normal,62.0,16,62,3432,204
293,60,RL,70.01929530201342,16659,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,GasA,Fa,Y,SBrkr,795,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,Fin,2,539,TA,TA,Y,0,NA,NA,WD,Normal,47.0,18,47,4526,250
524,60,RL,95.0,11787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,660,GasA,Ex,Y,SBrkr,1015,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,3,834,TA,TA,Y,0,NA,NA,WD,Normal,28.0,17,28,5160,299
1187,20,RL,89.0,12461,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1995,Gable,CompShg,ImStucc,ImStucc,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,168,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,757,TA,TA,Y,0,GdPrv,NA,WD,Normal,30.0,18,30,4872,306
429,20,RL,130.0,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,387,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,36.0,15,36,4216,169
357,120,RM,44.0,4224,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,268,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,Fin,2,528,TA,TA,Y,0,MnPrv,NA,WD,Normal,48.0,17,48,3426,626
170,50,RM,70.01929530201342,12358,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,360,Unf,360,GasA,TA,Y,SBrkr,0,0,0,1,1,2,1,TA,7,Typ,0,NA,Detchd,Unf,2,660,TA,TA,Y,0,NA,NA,WD,Normal,33.0,17,83,2956,237
796,20,RL,71.0,8197,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,660,GasA,Ex,Y,SBrkr,0,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,0,MnPrv,NA,WD,Normal,47.0,17,47,3230,138
994,20,RL,96.0,12456,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172,Unf,528,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,786,TA,TA,Y,0,NA,NA,WD,Normal,16.0,15,18,5136,264
845,85,RL,70.01929530201342,16647,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1981,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,Fin,2,611,TA,TA,Y,0,NA,NA,WD,Normal,49.0,17,49,4792,0
209,20,RL,75.0,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,305,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,2,504,TA,Gd,Y,0,MnPrv,NA,WD,Normal,60.0,16,60,3276,0
480,20,RL,98.0,16033,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,572,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,772,TA,TA,Y,0,NA,NA,WD,Normal,20.0,18,20,5533,631
140,20,RL,70.0,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,432,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,0,0,NA,NA,Y,0,NA,NA,ConLI,Normal,-1.0,14,53,2592,0
1057,60,RL,70.01929530201342,29959,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,378,GasA,Ex,Y,SBrkr,871,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,467,TA,TA,Y,0,NA,NA,WD,Normal,30.0,15,30,3802,266
938,60,RL,73.0,8760,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464,Unf,927,GasA,Ex,Y,SBrkr,571,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,3,868,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,4744,90
1012,70,RL,55.0,10592,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1996,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,PConc,TA,Fa,No,Unf,0,Unf,602,GasA,TA,Y,SBrkr,602,0,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1,180,TA,TA,Y,0,NA,NA,WD,Normal,101.0,17,101,3004,261
